450000 2000000 2400000 900000
2601  0.0 0.1 1 1 2
0  0  1  0  0  1  1  1  
0.74  0.78  0.7  0.32  0.48  0.72  0.96  0.9  
0.34  0.54  0.98  0.8  0.88  0.64  0.16  0  
0.86  0.92  0.76  0.48  0.72  0.14  0.4  0.54  
0.6  0.42  0.42  0.7  0.46  0.28  0.34  0.74  
0  0.44  0.66  0.92  0.64  0.18  0.02  0.6  
0.64  0.44  0.72  0.48  0.24  0.38  0.26  0.12  
0.64  0  0.38  0.08  0.76  0.62  0.54  0.5  
0.52  0.08  0.6  0  0.62  0  0.72  0.96  
0.82  0.32  0.86  0.8  0.14  0.3  0.8  0.92  
0.7  0.76  0.96  0.56  0.22  0.32  0.98  0.68  
0.82  0.28  0.08  0.32  0.9  0.74  0.88  0  
0.28  0.92  0.22  0.68  0  0.14  0  0.82  
0.4  0.7  0  0.02  0.58  0.12  0.94  0.96  
0.44  0.36  0.84  0.7  0.94  0.18  1  0.02  
0.52  0.3  0.42  0.9  0.9  0.14  0.78  0.62  
0.82  0.12  0.1  0.52  0.18  0.12  0.6  0.24  
0.84  0.64  0.32  0.02  0.96  0.32  0.04  0.88  
0.44  0.4  0.94  0.04  0.44  0.42  0.98  0.74  
0.62  0.42  0.48  0.56  0.92  0.46  0.62  0.4  
0.3  0.16  0.6  0.94  0.12  0.02  0.94  0.72  
0.48  0.66  0.3  0.46  0.68  0.6  0.08  0.96  
0.32  0.46  0.3  0.32  0.34  0.18  0.48  0.6  
0.12  0.3  0.08  0.24  0.14  1  1  0.16  
0.28  0.76  0.24  0.32  0.98  0.84  0.9  0.24  
0.18  0.26  0.36  0.48  0.5  0.48  0.42  0.52  
0  0.04  0.94  0.74  0.88  0.8  0.12  0.08  
0.04  0.48  0.9  0.54  0.52  0.06  0.92  0.88  
0.22  0.52  0.7  0.08  0.2  0.04  0.94  0.52  
0.48  0.96  0.92  0.52  0.28  0.04  0.94  0.22  
0.64  0.58  0.66  0.98  0.24  0.92  0.82  0.96  
0.72  0.38  0.66  0.64  0.2  0.86  0.46  0.3  
0.42  0.5  0.5  0.04  0.82  0.88  0.54  0.04  
0.4  0.26  0.18  0.48  0.08  0.82  0.54  0.1  
0.56  0.46  0.76  0.08  0.14  0.16  0.62  0.1  
0.66  0.52  1  0.7  0.84  0.72  0  0.8  
0.8  0.04  0.68  0.06  0.5  0.72  0.46  0.02  
0.26  0.9  0.54  0.66  0.38  0.2  0.3  0.56  
0.52  0.28  0.32  0.04  0.94  0.62  0.7  0.04  
0.96  0.6  0.1  0.22  0.54  0.72  0.08  0.06  
0.94  0.58  0.34  0.96  0.14  0.58  0.6  0.1  
0.88  0.84  0.76  0  0.42  0.2  0.26  0.92  
0.38  0.94  0.14  0.26  0.42  0.76  0.1  0.56  
0.36  0.7  0.06  0.06  0.38  0.06  0.58  0.8  
0.44  1  0.26  0.06  0.48  0.7  0.58  0.38  
0.84  0  0.28  0.44  0.48  0.42  0.9  0.62  
0.78  0.6  0.6  0.06  0.62  0.06  0.74  0.94  
0.8  0.54  0.16  0.86  0.7  0.7  0.7  0.4  
0.54  0.14  0.46  0.1  0.54  0.8  0.46  0.48  
0.84  0.2  0.1  0.28  0.14  0.54  0.88  0.06  
0.6  0.2  0.86  0.46  0.6  0.56  0.06  0.6  
0.88  0.4  1  0.06  0.36  0.58  0.44  0.5  
0.84  0.12  0.76  0.02  0.02  0.38  0.82  0.4  
0.44  0.18  0.6  0.34  0.4  0.96  0.96  0.7  
0.76  0.14  0.76  0.26  0.12  0.12  0.48  0.48  
0.16  0.46  0.4  0.12  0.1  0.6  0.92  0.5  
0.36  0.08  0.52  0.4  0.5  0.14  0.48  0.86  
0  0.86  0.5  0.2  0.52  0.72  0.5  0.08  
0.16  0.98  0.54  0.08  0.58  0.52  0.58  0.08  
0.88  0.44  0.74  0.34  0.62  0.14  0.66  0.08  
0.54  0.62  0.14  0.36  0.12  0.48  0.86  0.06  
0.94  0.32  0.02  0.62  0.72  0.34  0.56  0.18  
0.48  0.12  0.16  0.56  0.62  0.98  0.82  0.14  
0.98  0.06  0.34  0.26  0.94  0.12  0.34  0.28  
1  0.08  0.84  0.18  0.42  0.86  0.04  0.1  
0.22  0.82  1  0.18  0.54  0.68  0.5  0.46  
0.76  0.06  0.16  0.1  0.74  0.82  0.26  0.32  
0.34  0.38  0.58  0  0.46  0.8  0.78  0.24  
0.28  0.8  0.68  0.58  0.34  0.1  0.22  0.2  
0.14  0.1  0.5  0.42  0.52  0.58  0.52  0.38  
0.24  0.16  0.48  0.1  0.5  0.1  0.52  0.16  
0.32  0.28  0.34  0.5  0.02  0.18  0.06  0.56  
0.14  0.94  0.24  0.76  0.42  0.14  0.84  0.52  
0  0.12  0.8  0.82  0.8  0.02  0.68  0.54  
0.78  0.1  0.04  0.34  0.3  0.8  0.16  0.44  
0.36  0.92  0.44  0.54  0.82  0  0.92  0.1  
0.96  0.3  0.96  0.12  0.56  0.8  0.36  0.06  
0.08  0.28  0.2  0.26  0.68  0.94  0.78  0.4  
0.12  0.52  0  0.56  0.96  0.02  0.58  0.76  
0.8  0.28  0.34  0.06  0.36  0.74  0.58  0.88  
0.32  0.4  0.24  0.48  0.58  0.4  0.32  0.62  
0.46  0.22  0.54  0.78  0.54  0.84  0.38  0.12  
0.4  0.18  0.18  0.78  0.7  0.44  0.66  0.38  
0.74  0.92  0.18  0.34  0.68  0.28  0.66  0.16  
0.7  0.12  0.22  0.04  0.92  0.7  0.42  0.32  
0.18  0.38  0.42  0.28  0.38  0.64  0.56  0.12  
0.38  1  0.38  0.76  0.22  0.08  0.8  0.12  
0.18  0.46  0.78  0.12  0.08  0.58  0.26  0.22  
0.4  0.16  0.16  1  0.34  0.46  0.7  0.46  
0.4  0.02  0.52  0.5  0.36  0.02  0.44  0.94  
0.02  0.14  0.04  0.14  0.16  0.34  0.96  0.46  
0.62  0.22  0.26  0.1  0.22  0.26  0.9  0.6  
0.6  0.02  0.48  0.82  0.8  0.1  0.1  0.34  
0.26  0.14  0.76  0.86  0.28  0.18  0.6  0.76  
0.82  0.6  0.36  0.14  0.5  0.32  0.4  0.14  
0.18  0.32  0.12  0.2  0.78  0.66  0.28  0.08  
0.58  0.06  0.32  0.38  0.56  0.68  0.56  0.14  
0.22  0.56  0.9  0.42  0.72  0.2  0.22  0.98  
0.54  0.54  0.36  0.36  0.76  0.42  1  0.5  
0.18  0.1  0.14  0.88  0.78  0.14  0.38  0.86  
0.5  0.54  0.52  0.9  0.14  0.02  0.88  0.14  
0.46  0.72  0.24  0.78  0.7  0.24  0.5  0.86  
0.46  0.56  0.1  0.16  0.82  0.74  0.82  0.38  
0.92  0.08  0.96  0.1  0.64  0.96  0.16  0.8  
0.98  0.26  0.4  0.46  0.16  0.16  0.66  0.48  
0.12  0.04  0.14  0.92  0.62  0.64  0.02  0.36  
0.2  0.5  0.54  0.34  0.6  0.7  0.96  0.28  
0.36  0.16  1  0.36  0.98  0.14  0.76  0.96  
0.94  0.88  0.86  0.52  0.04  0.26  0.62  0.04  
0.96  0.44  0.84  0.68  0.56  0.16  0.76  0.34  
0.08  0.8  0.58  0.28  0.28  0.96  0.28  0.58  
0.62  0.28  0.04  0.74  0.94  0.24  0.74  0.16  
0.7  0.68  0.34  0.3  0.16  0.6  0.42  0.78  
0.56  0.92  0.86  0.16  0.42  0.08  0.9  0.16  
0  0.78  0.4  0.8  0.74  0.54  0.8  0.4  
0.7  0.72  1  0.24  0.7  0.5  0.12  0.14  
0.3  0.34  0.66  0.56  0.58  0.94  0.04  0.3  
0.98  0.78  0.16  0.18  0.04  0.52  0.82  0.34  
0.58  0.44  0.38  0.16  0  0.46  0.16  0.82  
0.24  0.36  0  0.26  0.64  0.98  0.36  0.18  
0.26  0.04  0.74  0  0.92  0.02  0.96  0.14  
0.46  0.18  0.44  0.88  0.24  0.26  0.24  0.42  
0.26  0.64  0.76  0.88  0.58  0.18  0.98  0.12  
0.88  0.24  0.42  0  1  0.04  0.66  0.68  
0.42  0.64  0.72  0.18  0.78  0.08  0.04  0.64  
0.02  0.16  0.14  0.32  0.64  0.06  0.92  0.58  
0.98  0.9  0.86  0.94  0.92  0.32  0.98  0.36  
0.16  0.5  0.9  0.8  0.6  0.4  0.28  0.9  
0.16  0.88  0.92  0.92  1  0.78  0.26  0.88  
0.08  0.22  0.1  0.2  0.12  0.42  0.14  0.2  
0.16  0.2  0.18  0.2  0.98  0.58  0.02  0.7  
0.24  0.2  0.38  0.34  0.6  0.18  0.46  0.46  
0.28  0.3  0.54  0.06  0.06  0.38  0.46  0.78  
0.44  0.84  0.62  0.36  0.44  0.2  0.52  0.88  
0.84  0.06  0.8  0.48  0.78  0.72  0.42  0.66  
